,Date,Number of NaNs
2409,2007-09-16,14
2410,2007-09-17,136
2411,2007-09-18,132
2412,2007-09-19,14
2413,2007-09-20,4
2414,2007-09-21,0
2415,2007-09-22,0
2416,2007-09-23,0
2417,2007-09-24,0
2418,2007-09-25,58
2419,2007-09-26,137
2420,2007-09-27,139
2421,2007-09-28,140
2422,2007-09-29,116
2423,2007-09-30,73
2424,2007-10-01,44
2425,2007-10-02,25
2426,2007-10-03,0
2427,2007-10-04,140
2428,2007-10-05,62
2429,2007-10-06,72
2430,2007-10-07,0
2431,2007-10-08,0
2432,2007-10-09,22
2433,2007-10-10,72
2434,2007-10-11,21
2435,2007-10-12,110
2436,2007-10-13,1
2437,2007-10-14,0
2438,2007-10-15,0
2439,2007-10-16,0
2440,2007-10-17,2
2441,2007-10-18,114
2442,2007-10-19,32
2443,2007-10-20,72
2444,2007-10-21,24
2445,2007-10-22,101
2446,2007-10-23,113
2447,2007-10-24,136
2448,2007-10-25,27
2449,2007-10-26,110
2450,2007-10-27,80
2451,2007-10-28,41
2452,2007-10-29,16
2453,2007-10-30,104
2454,2007-10-31,31
2455,2007-11-01,0
2456,2007-11-02,6
2457,2007-11-03,0
2458,2007-11-04,56
2459,2007-11-05,10
2460,2007-11-06,69
2461,2007-11-07,131
2462,2007-11-08,33
2463,2007-11-09,100
2464,2007-11-10,125
2465,2007-11-11,62
2466,2007-11-12,75
2467,2007-11-13,71
2468,2007-11-14,71
2469,2007-11-15,20
2470,2007-11-16,0
2471,2007-11-17,12
2472,2007-11-18,115
2473,2007-11-19,138
2474,2007-11-20,140
2475,2007-11-21,140
2476,2007-11-22,123
2477,2007-11-23,110
2478,2007-11-24,105
2479,2007-11-25,113
2480,2007-11-26,70
2481,2007-11-27,0
2482,2007-11-28,3
2483,2007-11-29,3
2484,2007-11-30,41
2485,2007-12-01,35
2486,2007-12-02,32
2487,2007-12-03,35
2488,2007-12-04,81
2489,2007-12-05,92
2490,2007-12-06,11
2491,2007-12-07,140
2492,2007-12-08,36
2493,2007-12-09,140
2494,2007-12-10,81
2495,2007-12-11,92
2496,2007-12-12,94
2497,2007-12-13,13
2498,2007-12-14,38
2499,2007-12-15,0
2500,2007-12-16,65
2501,2007-12-17,19
2502,2007-12-18,6
2503,2007-12-19,0
2504,2007-12-20,0
2505,2007-12-21,0
2506,2007-12-22,23
2507,2007-12-23,54
2508,2007-12-24,17
2509,2007-12-25,7
2510,2007-12-26,38
2511,2007-12-27,0
2512,2007-12-28,31
2513,2007-12-29,0
2514,2007-12-30,134
2515,2007-12-31,46
2516,2008-01-01,36
2517,2008-01-02,51
2518,2008-01-03,126
2519,2008-01-04,123
2520,2008-01-05,140
2521,2008-01-06,77
2522,2008-01-07,88
2523,2008-01-08,3
2524,2008-01-09,124
2525,2008-01-10,0
2526,2008-01-11,98
2527,2008-01-12,140
2528,2008-01-13,128
2529,2008-01-14,137
2530,2008-01-15,132
2531,2008-01-16,131
2532,2008-01-17,137
2533,2008-01-18,18
2534,2008-01-19,138
2535,2008-01-20,106
2536,2008-01-21,42
2537,2008-01-22,72
2538,2008-01-23,0
2539,2008-01-24,19
2540,2008-01-25,69
2541,2008-01-26,98
2542,2008-01-27,61
2543,2008-01-28,123
2544,2008-01-29,6
2545,2008-01-30,123
2546,2008-01-31,56
2547,2008-02-01,140
2548,2008-02-02,140
2549,2008-02-03,79
2550,2008-02-04,140
2551,2008-02-05,92
2552,2008-02-06,68
2553,2008-02-07,35
2554,2008-02-08,0
2555,2008-02-09,0
2556,2008-02-10,0
2557,2008-02-11,0
2558,2008-02-12,0
2559,2008-02-13,0
2560,2008-02-14,0
2561,2008-02-15,0
2562,2008-02-16,4
2563,2008-02-17,1
2564,2008-02-18,0
2565,2008-02-19,0
2566,2008-02-20,41
2567,2008-02-21,60
2568,2008-02-22,115
2569,2008-02-23,114
2570,2008-02-24,0
2571,2008-02-25,92
2572,2008-02-26,0
2573,2008-02-27,80
2574,2008-02-28,0
2575,2008-02-29,120
2576,2008-03-01,130
2577,2008-03-02,73
2578,2008-03-03,9
2579,2008-03-04,127
2580,2008-03-05,91
2581,2008-03-06,69
2582,2008-03-07,140
2583,2008-03-08,139
2584,2008-03-09,114
2585,2008-03-10,118
2586,2008-03-11,88
2587,2008-03-12,85
2588,2008-03-13,38
2589,2008-03-14,104
2590,2008-03-15,5
2591,2008-03-16,140
2592,2008-03-17,91
2593,2008-03-18,47
2594,2008-03-19,12
2595,2008-03-20,64
2596,2008-03-21,140
2597,2008-03-22,13
2598,2008-03-23,140
2599,2008-03-24,76
2600,2008-03-25,130
2601,2008-03-26,67
2602,2008-03-27,140
2603,2008-03-28,78
2604,2008-03-29,64
2605,2008-03-30,8
2606,2008-03-31,56
2607,2008-04-01,36
2608,2008-04-02,140
2609,2008-04-03,108
2610,2008-04-04,43
2611,2008-04-05,77
2612,2008-04-06,140
2613,2008-04-07,117
2614,2008-04-08,140
2615,2008-04-09,140
2616,2008-04-10,130
2617,2008-04-11,138
2618,2008-04-12,137
2619,2008-04-13,128
2620,2008-04-14,98
2621,2008-04-15,140
2622,2008-04-16,71
2623,2008-04-17,131
2624,2008-04-18,129
2625,2008-04-19,130
2626,2008-04-20,50
2627,2008-04-21,140
2628,2008-04-22,139
2629,2008-04-23,93
2630,2008-04-24,134
2631,2008-04-25,124
2632,2008-04-26,49
2633,2008-04-27,33
2634,2008-04-28,40
2635,2008-04-29,140
2636,2008-04-30,118
2637,2008-05-01,135
2638,2008-05-02,57
2639,2008-05-03,37
2640,2008-05-04,94
2641,2008-05-05,41
2642,2008-05-06,0
2643,2008-05-07,4
2644,2008-05-08,32
2645,2008-05-09,4
2646,2008-05-10,44
2647,2008-05-11,75
2648,2008-05-12,7
2649,2008-05-13,13
2650,2008-05-14,57
2651,2008-05-15,134
2652,2008-05-16,115
2653,2008-05-17,140
2654,2008-05-18,140
2655,2008-05-19,140
2656,2008-05-20,135
2657,2008-05-21,122
2658,2008-05-22,139
2659,2008-05-23,72
2660,2008-05-24,135
2661,2008-05-25,135
2662,2008-05-26,140
2663,2008-05-27,9
2664,2008-05-28,72
2665,2008-05-29,78
2666,2008-05-30,124
2667,2008-05-31,134
2668,2008-06-01,28
2669,2008-06-02,135
2670,2008-06-03,47
2671,2008-06-04,140
2672,2008-06-05,140
2673,2008-06-06,130
2674,2008-06-07,139
2675,2008-06-08,115
2676,2008-06-09,124
2677,2008-06-10,16
2678,2008-06-11,124
2679,2008-06-12,111
2680,2008-06-13,93
2681,2008-06-14,140
2682,2008-06-15,140
2683,2008-06-16,140
2684,2008-06-17,140
2685,2008-06-18,102
2686,2008-06-19,4
2687,2008-06-20,63
2688,2008-06-21,0
2689,2008-06-22,0
2690,2008-06-23,2
2691,2008-06-24,28
2692,2008-06-25,0
2693,2008-06-26,1
2694,2008-06-27,90
2695,2008-06-28,3
2696,2008-06-29,10
2697,2008-06-30,51
2698,2008-07-01,31
2699,2008-07-02,66
2700,2008-07-03,81
2701,2008-07-04,85
2702,2008-07-05,22
2703,2008-07-06,136
2704,2008-07-07,131
2705,2008-07-08,103
2706,2008-07-09,4
2707,2008-07-10,0
2708,2008-07-11,55
2709,2008-07-12,92
2710,2008-07-13,131
2711,2008-07-14,140
2712,2008-07-15,2
2713,2008-07-16,0
2714,2008-07-17,140
2715,2008-07-18,129
2716,2008-07-19,2
2717,2008-07-20,138
2718,2008-07-21,40
2719,2008-07-22,71
2720,2008-07-23,53
2721,2008-07-24,17
2722,2008-07-25,18
2723,2008-07-26,131
2724,2008-07-27,136
2725,2008-07-28,9
2726,2008-07-29,65
2727,2008-07-30,16
2728,2008-07-31,14
2729,2008-08-01,63
2730,2008-08-02,14
2731,2008-08-03,0
2732,2008-08-04,117
2733,2008-08-05,87
2734,2008-08-06,1
2735,2008-08-07,3
2736,2008-08-08,56
2737,2008-08-09,58
2738,2008-08-10,5
2739,2008-08-11,7
2740,2008-08-12,139
2741,2008-08-13,87
2742,2008-08-14,34
2743,2008-08-15,140
2744,2008-08-16,53
2745,2008-08-17,29
2746,2008-08-18,3
2747,2008-08-19,0
2748,2008-08-20,62
2749,2008-08-21,54
2750,2008-08-22,3
2751,2008-08-23,131
2752,2008-08-24,0
2753,2008-08-25,22
2754,2008-08-26,47
2755,2008-08-27,7
2756,2008-08-28,4
2757,2008-08-29,24
2758,2008-08-30,0
2759,2008-08-31,3
2760,2008-09-01,82
2761,2008-09-02,56
2762,2008-09-03,76
2763,2008-09-04,135
2764,2008-09-05,112
2765,2008-09-06,85
2766,2008-09-07,138
2767,2008-09-08,6
2768,2008-09-09,0
2769,2008-09-10,64
2770,2008-09-11,2
2771,2008-09-12,93
2772,2008-09-13,140
2773,2008-09-14,140
2774,2008-09-15,116
2775,2008-09-16,32
2776,2008-09-17,0
2777,2008-09-18,70
2778,2008-09-19,46
2779,2008-09-20,10
2780,2008-09-21,132
2781,2008-09-22,75
2782,2008-09-23,75
2783,2008-09-24,9
2784,2008-09-25,139
2785,2008-09-26,73
2786,2008-09-27,51
2787,2008-09-28,0
2788,2008-09-29,0
2789,2008-09-30,91
2790,2008-10-01,84
2791,2008-10-02,125
2792,2008-10-03,139
2793,2008-10-04,57
2794,2008-10-05,0
2795,2008-10-06,6
2796,2008-10-07,10
2797,2008-10-08,95
2798,2008-10-09,0
2799,2008-10-10,3
2800,2008-10-11,0
2801,2008-10-12,0
2802,2008-10-13,76
2803,2008-10-14,57
2804,2008-10-15,59
2805,2008-10-16,136
2806,2008-10-17,62
2807,2008-10-18,50
2808,2008-10-19,0
2809,2008-10-20,0
2810,2008-10-21,2
2811,2008-10-22,57
2812,2008-10-23,81
2813,2008-10-24,3
2814,2008-10-25,24
2815,2008-10-26,0
2816,2008-10-27,124
2817,2008-10-28,132
2818,2008-10-29,140
2819,2008-10-30,102
2820,2008-10-31,132
2821,2008-11-01,47
2822,2008-11-02,114
2823,2008-11-03,114
2824,2008-11-04,140
2825,2008-11-05,85
2826,2008-11-06,38
2827,2008-11-07,133
2828,2008-11-08,99
2829,2008-11-09,59
2830,2008-11-10,0
2831,2008-11-11,19
2832,2008-11-12,126
2833,2008-11-13,139
2834,2008-11-14,74
2835,2008-11-15,0
2836,2008-11-16,0
2837,2008-11-17,2
2838,2008-11-18,140
2839,2008-11-19,44
2840,2008-11-20,122
2841,2008-11-21,134
2842,2008-11-22,139
2843,2008-11-23,7
2844,2008-11-24,101
2845,2008-11-25,23
2846,2008-11-26,5
2847,2008-11-27,0
2848,2008-11-28,118
2849,2008-11-29,130
2850,2008-11-30,133
2851,2008-12-01,128
2852,2008-12-02,133
2853,2008-12-03,31
2854,2008-12-04,83
2855,2008-12-05,119
2856,2008-12-06,63
2857,2008-12-07,54
2858,2008-12-08,1
2859,2008-12-09,25
2860,2008-12-10,122
2861,2008-12-11,140
2862,2008-12-12,106
2863,2008-12-13,121
2864,2008-12-14,131
2865,2008-12-15,140
2866,2008-12-16,129
2867,2008-12-17,39
2868,2008-12-18,124
2869,2008-12-19,75
2870,2008-12-24,24
2871,2008-12-25,15
2872,2008-12-26,0
2873,2008-12-27,4
2874,2008-12-28,56
2875,2008-12-29,56
2876,2008-12-30,0
2877,2008-12-31,15
2878,2009-01-01,86
2879,2009-01-02,13
2880,2009-01-03,3
2881,2009-01-04,21
2882,2009-01-05,130
2883,2009-01-06,106
2884,2009-01-07,51
2885,2009-01-08,53
2886,2009-01-09,0
2887,2009-01-10,1
2888,2009-01-11,0
2889,2009-01-12,0
2890,2009-01-13,0
2891,2009-01-14,128
2892,2009-01-15,107
2893,2009-01-16,2
2894,2009-01-17,40
2895,2009-01-18,140
2896,2009-01-19,105
2897,2009-01-20,110
2898,2009-01-21,140
2899,2009-01-22,73
2900,2009-01-23,140
2901,2009-01-24,125
2902,2009-01-25,10
2903,2009-01-26,33
2904,2009-01-27,124
2905,2009-01-28,129
2906,2009-01-29,21
2907,2009-01-30,17
2908,2009-01-31,24
2909,2009-02-01,104
2910,2009-02-02,122
2911,2009-02-03,102
2912,2009-02-04,12
2913,2009-02-05,90
2914,2009-02-06,140
2915,2009-02-07,119
2916,2009-02-08,135
2917,2009-02-09,28
2918,2009-02-10,118
2919,2009-02-11,139
2920,2009-02-12,26
2921,2009-02-13,103
2922,2009-02-14,29
2923,2009-02-15,6
2924,2009-02-16,60
2925,2009-02-17,140
2926,2009-02-18,9
2927,2009-02-19,63
2928,2009-02-20,101
2929,2009-02-21,87
2930,2009-02-22,119
2931,2009-02-23,102
2932,2009-02-24,101
2933,2009-02-25,0
2934,2009-02-26,93
2935,2009-02-27,73
2936,2009-02-28,3
2937,2009-03-01,134
2938,2009-03-02,97
2939,2009-03-03,140
2940,2009-03-04,108
2941,2009-03-05,140
2942,2009-03-06,138
2943,2009-03-07,96
2944,2009-03-08,84
2945,2009-03-09,39
2946,2009-03-10,90
2947,2009-03-11,68
2948,2009-03-12,40
2949,2009-03-13,57
2950,2009-03-14,8
2951,2009-03-15,110
2952,2009-03-16,0
2953,2009-03-17,47
2954,2009-03-18,14
2955,2009-03-19,111
2956,2009-03-20,42
2957,2009-03-21,7
2958,2009-03-22,65
2959,2009-03-23,6
2960,2009-03-24,99
2961,2009-03-25,91
2962,2009-03-26,92
2963,2009-03-27,60
2964,2009-03-28,137
2965,2009-03-29,140
2966,2009-03-30,101
2967,2009-03-31,93
2968,2009-04-01,95
2969,2009-04-02,138
2970,2009-04-03,73
2971,2009-04-04,41
2972,2009-04-05,112
2973,2009-04-06,32
2974,2009-04-07,16
2975,2009-04-08,26
2976,2009-04-09,22
2977,2009-04-10,7
2978,2009-04-11,75
2979,2009-04-12,60
2980,2009-04-13,28
2981,2009-04-14,29
2982,2009-04-15,21
2983,2009-04-16,136
2984,2009-04-17,49
2985,2009-04-18,133
2986,2009-04-19,123
2987,2009-04-20,136
2988,2009-04-21,137
2989,2009-04-22,6
2990,2009-04-23,108
2991,2009-04-24,101
2992,2009-04-25,61
2993,2009-04-26,140
2994,2009-04-27,139
2995,2009-04-28,140
2996,2009-04-29,107
2997,2009-04-30,125
2998,2009-05-01,10
2999,2009-05-02,86
3000,2009-05-03,22
3001,2009-05-04,140
3002,2009-05-05,90
3003,2009-05-06,133
3004,2009-05-07,0
3005,2009-05-08,113
3006,2009-05-09,52
3007,2009-05-10,67
3008,2009-05-11,62
3009,2009-05-12,95
3010,2009-05-13,140
3011,2009-05-14,139
3012,2009-05-15,140
3013,2009-05-16,117
3014,2009-05-17,10
3015,2009-05-18,31
3016,2009-05-19,57
3017,2009-05-20,45
3018,2009-05-21,44
3019,2009-05-22,109
3020,2009-05-23,0
3021,2009-05-24,86
3022,2009-05-25,0
3023,2009-05-26,4
3024,2009-05-27,67
3025,2009-05-28,45
3026,2009-05-29,36
3027,2009-05-30,11
3028,2009-05-31,133
3029,2009-06-01,89
3030,2009-06-02,75
3031,2009-06-03,131
3032,2009-06-04,75
3033,2009-06-05,136
3034,2009-06-06,136
3035,2009-06-07,120
3036,2009-06-08,136
3037,2009-06-09,139
3038,2009-06-10,140
3039,2009-06-11,58
3040,2009-06-12,6
3041,2009-06-13,0
3042,2009-06-14,31
3043,2009-06-15,139
3044,2009-06-16,56
3045,2009-06-17,140
3046,2009-06-18,0
3047,2009-06-19,102
3048,2009-06-20,78
3049,2009-06-21,136
3050,2009-06-22,119
3051,2009-06-23,140
3052,2009-06-24,93
3053,2009-06-25,106
3054,2009-06-26,129
3055,2009-06-27,128
3056,2009-06-28,130
3057,2009-06-29,52
3058,2009-06-30,99
3059,2009-07-01,71
3060,2009-07-02,55
3061,2009-07-03,90
3062,2009-07-04,26
3063,2009-07-05,103
3064,2009-07-06,122
3065,2009-07-07,137
3066,2009-07-08,49
3067,2009-07-09,112
3068,2009-07-10,103
3069,2009-07-11,110
3070,2009-07-12,128
3071,2009-07-13,26
3072,2009-07-14,76
3073,2009-07-15,105
3074,2009-07-16,9
3075,2009-07-17,82
3076,2009-07-18,139
3077,2009-07-19,29
3078,2009-07-20,4
3079,2009-07-21,32
3080,2009-07-22,10
3081,2009-07-23,1
3082,2009-07-24,5
3083,2009-07-25,36
3084,2009-07-26,0
3085,2009-07-27,0
3086,2009-07-28,18
3087,2009-07-29,0
3088,2009-07-30,62
3089,2009-07-31,140
3090,2009-08-01,28
3091,2009-08-02,9
3092,2009-08-03,140
3093,2009-08-04,92
3094,2009-08-05,0
3095,2009-08-06,0
3096,2009-08-07,0
3097,2009-08-08,136
3098,2009-08-09,101
3099,2009-08-10,130
3100,2009-08-11,40
3101,2009-08-12,4
3102,2009-08-13,3
3103,2009-08-14,15
3104,2009-08-15,0
3105,2009-08-16,15
3106,2009-08-17,4
3107,2009-08-18,0
3108,2009-08-19,0
3109,2009-08-20,0
3110,2009-08-21,101
3111,2009-08-22,74
3112,2009-08-23,0
3113,2009-08-24,0
3114,2009-08-25,0
3115,2009-08-26,126
3116,2009-08-27,8
3117,2009-08-28,5
3118,2009-08-29,131
3119,2009-08-30,6
3120,2009-08-31,0
3121,2009-09-01,0
3122,2009-09-02,58
3123,2009-09-03,134
3124,2009-09-04,138
3125,2009-09-05,0
3126,2009-09-06,0
3127,2009-09-07,1
3128,2009-09-08,0
3129,2009-09-09,83
3130,2009-09-10,9
3131,2009-09-11,110
3132,2009-09-12,134
3133,2009-09-13,98
3134,2009-09-14,140
3135,2009-09-15,104
3136,2009-09-16,140
3137,2009-09-17,81
3138,2009-09-18,88
3139,2009-09-19,88
3140,2009-09-20,2
3141,2009-09-21,20
3142,2009-09-22,0
3143,2009-09-23,0
3144,2009-09-24,12
3145,2009-09-25,85
3146,2009-09-26,75
3147,2009-09-27,26
3148,2009-09-28,0
3149,2009-09-29,0
3150,2009-09-30,0
3151,2009-10-01,38
3152,2009-10-02,22
3153,2009-10-03,2
3154,2009-10-04,0
3155,2009-10-05,26
3156,2009-10-06,18
3157,2009-10-07,0
3158,2009-10-08,79
3159,2009-10-09,140
3160,2009-10-10,108
3161,2009-10-11,5
3162,2009-10-12,65
3163,2009-10-13,63
3164,2009-10-14,35
3165,2009-10-15,62
3166,2009-10-16,78
3167,2009-10-17,140
3168,2009-10-18,101
3169,2009-10-19,7
3170,2009-10-20,9
3171,2009-10-21,128
3172,2009-10-22,139
3173,2009-10-23,140
3174,2009-10-24,9
3175,2009-10-25,38
3176,2009-10-26,11
3177,2009-10-27,33
3178,2009-10-28,5
3179,2009-10-29,5
3180,2009-10-30,0
3181,2009-10-31,50
3182,2009-11-01,1
3183,2009-11-02,140
3184,2009-11-03,53
3185,2009-11-04,108
3186,2009-11-05,78
3187,2009-11-06,133
3188,2009-11-07,34
3189,2009-11-08,130
3190,2009-11-09,123
3191,2009-11-10,130
3192,2009-11-11,31
3193,2009-11-12,55
3194,2009-11-13,55
3195,2009-11-14,140
3196,2009-11-15,137
3197,2009-11-16,140
3198,2009-11-17,75
3199,2009-11-18,72
3200,2009-11-19,2
3201,2009-11-20,76
3202,2009-11-21,14
3203,2009-11-22,4
3204,2009-11-23,0
3205,2009-11-24,140
3206,2009-11-25,2
3207,2009-11-26,129
3208,2009-11-27,80
3209,2009-11-28,2
3210,2009-11-29,140
3211,2009-11-30,140
3212,2009-12-01,135
3213,2009-12-02,5
3214,2009-12-03,40
3215,2009-12-04,128
3216,2009-12-05,134
3217,2009-12-06,140
3218,2009-12-07,140
3219,2009-12-08,97
3220,2009-12-09,0
3221,2009-12-10,128
3222,2009-12-11,87
3223,2009-12-12,116
3224,2009-12-13,127
3225,2009-12-14,72
3226,2009-12-15,24
3227,2009-12-16,0
3228,2009-12-17,10
3229,2009-12-18,3
3230,2009-12-19,70
3231,2009-12-20,0
3232,2009-12-21,135
3233,2009-12-22,123
3234,2009-12-23,135
3235,2009-12-24,134
3236,2009-12-25,140
3237,2009-12-26,51
3238,2009-12-27,109
3239,2009-12-28,13
3240,2009-12-29,24
3241,2009-12-30,139
3242,2009-12-31,101
3243,2010-01-01,139
3244,2010-01-02,107
3245,2010-01-03,22
3246,2010-01-04,135
3247,2010-01-05,61
3248,2010-01-06,122
3249,2010-01-07,23
3250,2010-01-08,138
3251,2010-01-09,140
3252,2010-01-10,109
3253,2010-01-11,130
3254,2010-01-12,74
3255,2010-01-13,122
3256,2010-01-14,37
3257,2010-01-15,0
3258,2010-01-16,0
3259,2010-01-17,71
3260,2010-01-18,46
3261,2010-01-19,30
3262,2010-01-20,1
3263,2010-01-21,52
3264,2010-01-22,0
3265,2010-01-23,0
3266,2010-01-24,138
3267,2010-01-25,97
3268,2010-01-26,135
3269,2010-01-27,48
3270,2010-01-28,57
3271,2010-01-29,113
3272,2010-01-30,98
3273,2010-01-31,88
3274,2010-02-01,0
3275,2010-02-02,6
3276,2010-02-03,73
3277,2010-02-04,111
3278,2010-02-05,132
3279,2010-02-06,128
3280,2010-02-07,59
3281,2010-02-08,0
3282,2010-02-09,136
3283,2010-02-10,95
3284,2010-02-11,139
3285,2010-02-12,13
3286,2010-02-13,0
3287,2010-02-14,7
3288,2010-02-15,6
3289,2010-02-16,76
3290,2010-02-17,93
3291,2010-02-18,94
3292,2010-02-19,140
3293,2010-02-20,140
3294,2010-02-21,0
3295,2010-02-22,126
3296,2010-02-23,122
3297,2010-02-24,99
3298,2010-02-25,77
3299,2010-02-26,138
3300,2010-02-27,17
3301,2010-02-28,140
3302,2010-03-01,0
3303,2010-03-02,93
3304,2010-03-03,135
3305,2010-03-04,118
3306,2010-03-05,47
3307,2010-03-06,110
3308,2010-03-07,44
3309,2010-03-08,0
3310,2010-03-09,111
3311,2010-03-10,98
3312,2010-03-11,139
3313,2010-03-12,62
3314,2010-03-13,18
3315,2010-03-14,2
3316,2010-03-15,109
3317,2010-03-16,71
3318,2010-03-17,111
3319,2010-03-18,13
3320,2010-03-19,84
3321,2010-03-20,129
3322,2010-03-21,131
3323,2010-03-22,123
3324,2010-03-23,60
3325,2010-03-24,2
3326,2010-03-25,129
3327,2010-03-26,138
3328,2010-03-27,97
3329,2010-03-28,101
3330,2010-03-29,139
3331,2010-03-30,138
3332,2010-03-31,87
3333,2010-04-01,139
3334,2010-04-02,51
3335,2010-04-03,117
3336,2010-04-04,131
3337,2010-04-05,99
3338,2010-04-06,0
3339,2010-04-07,0
3340,2010-04-08,0
3341,2010-04-09,0
3342,2010-04-10,21
3343,2010-04-11,67
3344,2010-04-12,88
3345,2010-04-13,37
3346,2010-04-14,136
3347,2010-04-15,108
3348,2010-04-16,40
3349,2010-04-17,81
3350,2010-04-18,135
3351,2010-04-19,81
3352,2010-04-20,23
3353,2010-04-21,77
3354,2010-04-22,23
3355,2010-04-23,140
3356,2010-04-24,27
3357,2010-04-25,44
3358,2010-04-26,98
3359,2010-04-27,135
3360,2010-04-28,11
3361,2010-04-29,0
3362,2010-04-30,133
3363,2010-05-01,140
3364,2010-05-02,139
3365,2010-05-03,139
3366,2010-05-04,140
3367,2010-05-05,140
3368,2010-05-06,116
3369,2010-05-07,139
3370,2010-05-08,129
3371,2010-05-09,136
3372,2010-05-10,138
3373,2010-05-11,131
3374,2010-05-12,137
3375,2010-05-13,104
3376,2010-05-14,133
3377,2010-05-15,140
3378,2010-05-16,138
3379,2010-05-17,97
3380,2010-05-18,120
3381,2010-05-19,50
3382,2010-05-20,91
3383,2010-05-21,83
3384,2010-05-22,24
3385,2010-05-23,114
3386,2010-05-24,0
3387,2010-05-25,0
3388,2010-05-26,93
3389,2010-05-27,132
3390,2010-05-28,137
3391,2010-05-29,130
3392,2010-05-30,139
3393,2010-05-31,61
3394,2010-06-01,105
3395,2010-06-02,99
3396,2010-06-03,101
3397,2010-06-04,17
3398,2010-06-05,0
3399,2010-06-06,4
3400,2010-06-07,138
3401,2010-06-08,132
3402,2010-06-09,29
3403,2010-06-10,140
3404,2010-06-11,5
3405,2010-06-12,48
3406,2010-06-13,107
3407,2010-06-14,119
3408,2010-06-15,140
3409,2010-06-16,140
3410,2010-06-17,140
3411,2010-06-18,138
3412,2010-06-19,132
3413,2010-06-20,136
3414,2010-06-21,99
3415,2010-06-22,85
3416,2010-06-23,19
3417,2010-06-24,12
3418,2010-06-25,0
3419,2010-06-26,64
3420,2010-06-27,0
3421,2010-06-28,0
3422,2010-06-29,0
3423,2010-06-30,78
3424,2010-07-01,85
3425,2010-07-02,7
3426,2010-07-03,0
3427,2010-07-04,1
3428,2010-07-05,57
3429,2010-07-06,100
3430,2010-07-07,6
3431,2010-07-08,0
3432,2010-07-09,0
3433,2010-07-10,21
3434,2010-07-11,3
3435,2010-07-12,33
3436,2010-07-13,66
3437,2010-07-14,8
3438,2010-07-15,0
3439,2010-07-16,0
3440,2010-07-17,32
3441,2010-07-18,98
3442,2010-07-19,45
3443,2010-07-20,0
3444,2010-07-21,5
3445,2010-07-22,0
3446,2010-07-23,115
3447,2010-07-24,129
3448,2010-07-25,40
3449,2010-07-26,118
3450,2010-07-27,108
3451,2010-07-28,61
3452,2010-07-29,140
3453,2010-07-30,68
3454,2010-07-31,0
3455,2010-08-01,0
3456,2010-08-02,104
3457,2010-08-03,56
3458,2010-08-04,27
3459,2010-08-05,140
3460,2010-08-06,128
3461,2010-08-07,72
3462,2010-08-08,77
3463,2010-08-09,0
3464,2010-08-10,25
3465,2010-08-11,111
3466,2010-08-12,138
3467,2010-08-13,140
3468,2010-08-14,115
3469,2010-08-15,60
3470,2010-08-16,116
3471,2010-08-17,71
3472,2010-08-18,125
3473,2010-08-19,6
3474,2010-08-20,96
3475,2010-08-21,0
3476,2010-08-22,0
3477,2010-08-23,39
3478,2010-08-24,36
3479,2010-08-25,52
3480,2010-08-26,0
3481,2010-08-27,140
3482,2010-08-28,74
3483,2010-08-29,8
3484,2010-08-30,63
3485,2010-08-31,67
3486,2010-09-01,0
3487,2010-09-02,29
3488,2010-09-03,115
3489,2010-09-04,78
3490,2010-09-05,44
3491,2010-09-06,34
3492,2010-09-07,140
3493,2010-09-08,130
3494,2010-09-09,37
3495,2010-09-10,84
3496,2010-09-11,0
3497,2010-09-12,0
3498,2010-09-13,126
3499,2010-09-14,54
3500,2010-09-15,23
3501,2010-09-16,90
3502,2010-09-17,140
3503,2010-09-18,140
3504,2010-09-19,7
3505,2010-09-20,0
3506,2010-09-21,0
3507,2010-09-22,8
3508,2010-09-23,0
3509,2010-09-24,40
3510,2010-09-25,91
3511,2010-09-26,113
3512,2010-09-27,126
3513,2010-09-28,102
3514,2010-09-29,43
3515,2010-09-30,95
3516,2010-10-01,134
3517,2010-10-02,114
3518,2010-10-03,115
3519,2010-10-04,96
3520,2010-10-05,135
3521,2010-10-06,1
3522,2010-10-07,8
3523,2010-10-08,61
3524,2010-10-09,80
3525,2010-10-10,61
3526,2010-10-11,3
3527,2010-10-12,13
3528,2010-10-13,34
3529,2010-10-14,0
3530,2010-10-15,0
3531,2010-10-16,140
3532,2010-10-17,138
3533,2010-10-18,77
3534,2010-10-19,5
3535,2010-10-20,72
3536,2010-10-21,0
3537,2010-10-22,2
3538,2010-10-23,140
3539,2010-10-24,140
3540,2010-10-25,140
3541,2010-10-26,38
3542,2010-10-27,0
3543,2010-10-28,140
3544,2010-10-29,0
3545,2010-10-30,109
3546,2010-10-31,111
3547,2010-11-01,140
3548,2010-11-02,140
3549,2010-11-03,44
3550,2010-11-04,25
3551,2010-11-05,7
3552,2010-11-06,8
3553,2010-11-07,140
3554,2010-11-08,135
3555,2010-11-09,125
3556,2010-11-10,108
3557,2010-11-11,17
3558,2010-11-12,18
3559,2010-11-13,101
3560,2010-11-14,76
3561,2010-11-15,116
3562,2010-11-16,128
3563,2010-11-17,104
3564,2010-11-18,119
3565,2010-11-19,116
3566,2010-11-20,116
3567,2010-11-21,129
3568,2010-11-22,131
3569,2010-11-23,73
3570,2010-11-24,73
3571,2010-11-25,18
3572,2010-11-26,140
3573,2010-11-27,1
