,Date,Number of NaNs
5904,2017-04-27,140
5905,2017-04-28,134
5906,2017-04-29,6
5907,2017-04-30,10
5908,2017-05-01,140
5909,2017-05-02,1
5910,2017-05-03,139
5911,2017-05-04,138
5912,2017-05-05,52
5913,2017-05-06,136
5914,2017-05-07,138
5915,2017-05-08,138
5916,2017-05-09,30
5917,2017-05-10,37
5918,2017-05-11,113
5919,2017-05-12,137
5920,2017-05-13,43
5921,2017-05-14,89
5922,2017-05-15,127
5923,2017-05-16,0
5924,2017-05-17,4
5925,2017-05-18,98
5926,2017-05-19,137
5927,2017-05-20,140
5928,2017-05-21,70
5929,2017-05-22,0
5930,2017-05-23,87
5931,2017-05-24,124
5932,2017-05-25,15
5933,2017-05-26,1
5934,2017-05-27,0
5935,2017-05-28,0
5936,2017-05-29,0
5937,2017-05-30,46
5938,2017-05-31,24
5939,2017-06-01,41
5940,2017-06-02,121
5941,2017-06-03,54
5942,2017-06-04,136
5943,2017-06-05,125
5944,2017-06-06,137
5945,2017-06-07,5
5946,2017-06-08,90
5947,2017-06-09,52
5948,2017-06-10,0
5949,2017-06-11,0
5950,2017-06-12,49
5951,2017-06-13,3
5952,2017-06-14,140
5953,2017-06-15,6
5954,2017-06-16,136
5955,2017-06-17,5
5956,2017-06-18,0
5957,2017-06-19,0
5958,2017-06-20,8
5959,2017-06-21,6
5960,2017-06-22,0
5961,2017-06-23,65
5962,2017-06-24,9
5963,2017-06-25,137
5964,2017-06-26,0
5965,2017-06-27,118
5966,2017-06-28,86
5967,2017-06-29,114
5968,2017-06-30,100
5969,2017-07-01,86
5970,2017-07-02,116
5971,2017-07-03,15
5972,2017-07-04,25
5973,2017-07-05,0
5974,2017-07-06,0
5975,2017-07-07,9
5976,2017-07-08,30
5977,2017-07-09,98
5978,2017-07-10,111
5979,2017-07-11,59
5980,2017-07-12,24
5981,2017-07-13,61
5982,2017-07-14,112
5983,2017-07-15,62
5984,2017-07-16,4
5985,2017-07-17,0
5986,2017-07-18,4
5987,2017-07-19,51
5988,2017-07-20,127
5989,2017-07-21,47
5990,2017-07-22,50
5991,2017-07-23,42
5992,2017-07-24,140
5993,2017-07-25,84
5994,2017-07-26,108
5995,2017-07-27,140
5996,2017-07-28,50
5997,2017-07-29,100
5998,2017-07-30,36
5999,2017-07-31,27
6000,2017-08-01,3
6001,2017-08-02,50
6002,2017-08-03,3
6003,2017-08-04,0
6004,2017-08-05,8
6005,2017-08-06,136
6006,2017-08-07,8
6007,2017-08-08,53
6008,2017-08-09,42
6009,2017-08-10,95
6010,2017-08-11,112
6011,2017-08-12,69
6012,2017-08-13,9
6013,2017-08-14,83
6014,2017-08-15,5
6015,2017-08-16,123
6016,2017-08-17,37
6017,2017-08-18,13
6018,2017-08-19,116
6019,2017-08-20,30
6020,2017-08-21,59
6021,2017-08-22,4
6022,2017-08-23,95
6023,2017-08-24,0
6024,2017-08-25,8
6025,2017-08-26,26
6026,2017-08-27,42
6027,2017-08-28,107
6028,2017-08-29,0
6029,2017-08-30,8
6030,2017-08-31,102
6031,2017-09-01,137
6032,2017-09-02,119
6033,2017-09-03,75
6034,2017-09-04,71
6035,2017-09-05,86
6036,2017-09-06,130
6037,2017-09-07,30
6038,2017-09-08,26
6039,2017-09-09,140
6040,2017-09-10,140
6041,2017-09-11,140
6042,2017-09-12,140
6043,2017-09-13,87
6044,2017-09-14,121
6045,2017-09-15,114
6046,2017-09-16,136
6047,2017-09-17,135
6048,2017-09-18,115
6049,2017-09-19,140
6050,2017-09-20,110
6051,2017-09-21,7
6052,2017-09-22,19
6053,2017-09-23,41
6054,2017-09-24,111
6055,2017-09-25,74
6056,2017-09-26,48
6057,2017-09-27,61
6058,2017-09-28,90
6059,2017-09-29,99
6060,2017-09-30,112
6061,2017-10-01,140
6062,2017-10-02,11
6063,2017-10-03,140
6064,2017-10-04,83
6065,2017-10-05,2
6066,2017-10-06,22
6067,2017-10-07,3
6068,2017-10-08,106
6069,2017-10-09,38
6070,2017-10-10,114
6071,2017-10-11,4
6072,2017-10-12,0
6073,2017-10-13,60
6074,2017-10-14,0
6075,2017-10-15,0
6076,2017-10-16,0
6077,2017-10-17,36
6078,2017-10-18,0
6079,2017-10-19,0
6080,2017-10-20,0
6081,2017-10-21,22
6082,2017-10-22,138
6083,2017-10-23,68
6084,2017-10-24,9
6085,2017-10-25,125
6086,2017-10-26,67
6087,2017-10-27,98
6088,2017-10-28,95
6089,2017-10-29,126
6090,2017-10-30,0
6091,2017-10-31,4
6092,2017-11-01,87
6093,2017-11-02,96
6094,2017-11-03,0
6095,2017-11-04,103
6096,2017-11-05,140
6097,2017-11-06,130
6098,2017-11-07,124
6099,2017-11-08,14
6100,2017-11-09,72
6101,2017-11-10,124
6102,2017-11-11,138
6103,2017-11-12,92
6104,2017-11-13,140
6105,2017-11-14,7
6106,2017-11-15,1
6107,2017-11-16,1
6108,2017-11-17,13
6109,2017-11-18,0
6110,2017-11-19,26
6111,2017-11-20,55
6112,2017-11-21,41
6113,2017-11-22,0
6114,2017-11-23,86
6115,2017-11-24,73
6116,2017-11-25,137
6117,2017-11-26,47
6118,2017-11-27,13
6119,2017-11-28,140
6120,2017-11-29,140
6121,2017-11-30,122
6122,2017-12-01,47
6123,2017-12-02,74
6124,2017-12-03,0
6125,2017-12-04,57
6126,2017-12-05,18
6127,2017-12-06,0
6128,2017-12-07,0
6129,2017-12-08,140
6130,2017-12-09,78
6131,2017-12-10,140
6132,2017-12-11,140
6133,2017-12-12,87
6134,2017-12-13,28
6135,2017-12-14,87
6136,2017-12-15,130
6137,2017-12-16,61
6138,2017-12-17,58
6139,2017-12-18,115
6140,2017-12-19,2
6141,2017-12-20,24
6142,2017-12-21,18
6143,2017-12-22,101
6144,2017-12-23,43
6145,2017-12-24,0
6146,2017-12-25,0
6147,2017-12-26,87
6148,2017-12-27,140
6149,2017-12-28,118
6150,2017-12-29,0
6151,2017-12-30,108
6152,2017-12-31,9
6153,2018-01-01,136
6154,2018-01-02,14
6155,2018-01-03,91
6156,2018-01-04,140
6157,2018-01-05,115
6158,2018-01-06,109
6159,2018-01-07,140
6160,2018-01-08,73
6161,2018-01-09,93
6162,2018-01-10,52
6163,2018-01-11,24
6164,2018-01-12,8
6165,2018-01-13,23
6166,2018-01-14,68
6167,2018-01-15,11
6168,2018-01-16,113
6169,2018-01-17,125
6170,2018-01-18,87
6171,2018-01-19,105
6172,2018-01-20,45
6173,2018-01-21,123
6174,2018-01-22,82
6175,2018-01-23,13
6176,2018-01-24,0
6177,2018-01-25,71
6178,2018-01-26,140
6179,2018-01-27,0
6180,2018-01-28,61
6181,2018-01-29,0
6182,2018-01-30,5
6183,2018-01-31,23
6184,2018-02-01,140
6185,2018-02-02,140
6186,2018-02-03,127
6187,2018-02-04,16
6188,2018-02-05,88
6189,2018-02-06,133
6190,2018-02-07,80
6191,2018-02-08,86
6192,2018-02-09,77
6193,2018-02-10,25
6194,2018-02-11,30
6195,2018-02-12,111
6196,2018-02-13,46
6197,2018-02-14,0
6198,2018-02-15,140
6199,2018-02-16,44
6200,2018-02-17,122
6201,2018-02-18,108
6202,2018-02-19,47
6203,2018-02-20,60
6204,2018-02-21,29
6205,2018-02-22,139
6206,2018-02-23,67
6207,2018-02-24,9
6208,2018-02-25,118
6209,2018-02-26,21
6210,2018-02-27,103
6211,2018-02-28,5
6212,2018-03-01,139
6213,2018-03-02,131
6214,2018-03-03,112
6215,2018-03-04,7
6216,2018-03-05,140
6217,2018-03-06,138
6218,2018-03-07,138
6219,2018-03-08,3
6220,2018-03-09,29
6221,2018-03-10,140
6222,2018-03-11,140
6223,2018-03-12,138
6224,2018-03-13,122
6225,2018-03-14,53
6226,2018-03-15,140
6227,2018-03-16,32
6228,2018-03-17,139
6229,2018-03-18,136
6230,2018-03-19,140
6231,2018-03-20,37
6232,2018-03-21,48
6233,2018-03-22,0
6234,2018-03-23,38
6235,2018-03-24,34
6236,2018-03-25,1
6237,2018-03-26,120
6238,2018-03-27,116
6239,2018-03-28,105
6240,2018-03-29,139
6241,2018-03-30,134
6242,2018-03-31,136
6243,2018-04-01,59
6244,2018-04-02,23
6245,2018-04-03,130
6246,2018-04-04,134
6247,2018-04-05,86
6248,2018-04-06,49
6249,2018-04-07,6
6250,2018-04-08,24
6251,2018-04-09,140
6252,2018-04-10,92
6253,2018-04-11,131
6254,2018-04-12,140
6255,2018-04-13,121
6256,2018-04-14,36
6257,2018-04-15,134
6258,2018-04-16,111
6259,2018-04-17,31
6260,2018-04-18,0
6261,2018-04-19,0
6262,2018-04-20,0
6263,2018-04-21,0
6264,2018-04-22,0
6265,2018-04-23,17
6266,2018-04-24,12
6267,2018-04-25,24
6268,2018-04-26,71
6269,2018-04-27,123
6270,2018-04-28,19
6271,2018-04-29,135
6272,2018-04-30,11
6273,2018-05-01,129
6274,2018-05-02,139
6275,2018-05-03,96
6276,2018-05-04,140
6277,2018-05-05,138
6278,2018-05-06,26
6279,2018-05-07,69
6280,2018-05-08,58
6281,2018-05-09,135
6282,2018-05-10,104
6283,2018-05-11,111
6284,2018-05-12,104
6285,2018-05-13,131
6286,2018-05-14,134
6287,2018-05-15,140
6288,2018-05-16,101
6289,2018-05-17,124
6290,2018-05-18,69
6291,2018-05-19,137
6292,2018-05-20,138
6293,2018-05-21,85
6294,2018-05-22,140
6295,2018-05-23,110
6296,2018-05-24,129
6297,2018-05-25,2
6298,2018-05-26,47
6299,2018-05-27,131
6300,2018-05-28,124
6301,2018-05-29,117
6302,2018-05-30,5
6303,2018-05-31,111
6304,2018-06-01,63
6305,2018-06-02,68
6306,2018-06-03,117
6307,2018-06-04,41
6308,2018-06-05,70
6309,2018-06-06,89
6310,2018-06-07,140
6311,2018-06-08,104
6312,2018-06-09,90
6313,2018-06-10,35
6314,2018-06-11,100
6315,2018-06-12,140
6316,2018-06-13,140
6317,2018-06-14,89
6318,2018-06-15,1
6319,2018-06-16,5
6320,2018-06-17,60
6321,2018-06-18,79
6322,2018-06-19,4
6323,2018-06-20,0
6324,2018-06-21,46
6325,2018-06-22,9
6326,2018-06-23,6
6327,2018-06-24,90
6328,2018-06-25,57
6329,2018-06-26,32
6330,2018-06-27,25
6331,2018-06-28,140
6332,2018-06-29,68
6333,2018-06-30,21
6334,2018-07-01,4
6335,2018-07-02,21
6336,2018-07-03,32
6337,2018-07-04,68
6338,2018-07-05,131
6339,2018-07-06,127
6340,2018-07-07,107
6341,2018-07-08,35
6342,2018-07-09,45
6343,2018-07-10,111
6344,2018-07-11,61
6345,2018-07-12,29
6346,2018-07-13,2
6347,2018-07-14,53
6348,2018-07-15,96
6349,2018-07-16,80
6350,2018-07-17,97
6351,2018-07-18,9
6352,2018-07-19,0
6353,2018-07-20,83
6354,2018-07-21,139
6355,2018-07-22,89
6356,2018-07-23,105
6357,2018-07-24,1
6358,2018-07-25,29
6359,2018-07-26,34
6360,2018-07-27,42
6361,2018-07-28,35
6362,2018-07-29,9
6363,2018-07-30,5
6364,2018-07-31,0
6365,2018-08-01,17
6366,2018-08-02,52
6367,2018-08-03,10
6368,2018-08-04,0
6369,2018-08-05,6
6370,2018-08-06,8
6371,2018-08-07,85
6372,2018-08-08,39
6373,2018-08-09,32
6374,2018-08-10,111
6375,2018-08-11,60
6376,2018-08-12,62
6377,2018-08-13,27
6378,2018-08-14,116
6379,2018-08-15,46
6380,2018-08-16,5
6381,2018-08-17,25
6382,2018-08-18,32
6383,2018-08-19,9
6384,2018-08-20,7
6385,2018-08-21,3
6386,2018-08-22,69
6387,2018-08-23,66
6388,2018-08-24,132
6389,2018-08-25,121
6390,2018-08-26,72
6391,2018-08-27,0
6392,2018-08-28,0
6393,2018-08-29,36
6394,2018-08-30,116
6395,2018-08-31,140
6396,2018-09-01,137
6397,2018-09-02,135
6398,2018-09-03,108
6399,2018-09-04,68
6400,2018-09-05,0
6401,2018-09-06,57
6402,2018-09-07,140
6403,2018-09-08,0
6404,2018-09-09,0
6405,2018-09-10,3
6406,2018-09-11,17
6407,2018-09-12,0
6408,2018-09-13,24
6409,2018-09-14,102
6410,2018-09-15,12
6411,2018-09-16,19
6412,2018-09-17,0
6413,2018-09-18,118
6414,2018-09-19,2
6415,2018-09-20,0
6416,2018-09-21,0
6417,2018-09-22,126
6418,2018-09-23,50
6419,2018-09-24,12
6420,2018-09-25,0
6421,2018-09-26,0
6422,2018-09-27,0
6423,2018-09-28,0
6424,2018-09-29,12
6425,2018-09-30,2
6426,2018-10-01,130
6427,2018-10-02,59
6428,2018-10-03,120
6429,2018-10-04,0
6430,2018-10-05,0
6431,2018-10-06,120
6432,2018-10-07,102
6433,2018-10-08,45
6434,2018-10-09,9
6435,2018-10-10,1
6436,2018-10-11,79
6437,2018-10-12,7
6438,2018-10-13,0
6439,2018-10-14,0
6440,2018-10-15,110
6441,2018-10-16,84
6442,2018-10-17,44
6443,2018-10-18,131
6444,2018-10-19,0
6445,2018-10-20,0
6446,2018-10-21,17
6447,2018-10-22,0
6448,2018-10-23,97
6449,2018-10-24,60
6450,2018-10-25,1
6451,2018-10-26,27
6452,2018-10-27,140
6453,2018-10-28,140
6454,2018-10-29,140
6455,2018-10-30,140
6456,2018-10-31,107
6457,2018-11-01,131
6458,2018-11-02,131
6459,2018-11-03,120
6460,2018-11-04,67
6461,2018-11-05,120
6462,2018-11-06,136
6463,2018-11-07,135
6464,2018-11-08,81
6465,2018-11-09,140
6466,2018-11-10,57
6467,2018-11-11,97
6468,2018-11-12,23
6469,2018-11-13,31
6470,2018-11-14,0
6471,2018-11-15,0
6472,2018-11-16,47
6473,2018-11-17,15
6474,2018-11-18,0
6475,2018-11-19,140
6476,2018-11-20,106
6477,2018-11-21,53
6478,2018-11-22,68
6479,2018-11-23,138
6480,2018-11-24,114
6481,2018-11-25,138
6482,2018-11-26,93
6483,2018-11-27,88
6484,2018-11-28,4
6485,2018-11-29,57
6486,2018-11-30,138
6487,2018-12-01,12
6488,2018-12-02,127
6489,2018-12-03,25
6490,2018-12-04,24
6491,2018-12-05,73
6492,2018-12-06,100
6493,2018-12-07,105
6494,2018-12-08,15
6495,2018-12-09,89
6496,2018-12-10,83
6497,2018-12-11,41
6498,2018-12-12,14
6499,2018-12-13,45
6500,2018-12-14,1
6501,2018-12-15,0
6502,2018-12-16,53
6503,2018-12-17,92
6504,2018-12-18,0
6505,2018-12-19,140
6506,2018-12-20,26
6507,2018-12-21,98
6508,2018-12-22,39
6509,2018-12-23,67
6510,2018-12-24,139
6511,2018-12-25,50
6512,2018-12-26,15
6513,2018-12-27,0
6514,2018-12-28,85
6515,2018-12-29,1
6516,2018-12-30,113
6517,2018-12-31,84
